,date,reviews,star,sentiment
3588,2021-05-01,"Muito difícil de deixar o notebook estável, mesmo em cima da mesa. Estrutura dura e difícil de ajustar, fechar. Para a digitação ficar ergonônica você precisa de um teclado a parte pois, se for digitar diretamente no notebook, os cotovelos ficam sem apoio. Estou voltando para avaliar após alguns meses de uso e realmente não recomendo: não foi útil.",2,negative
3589,2021-05-01,"Produto perfeito para minha necessidade. É compacto, portanto fácil de levar pra qualquer lugar, além de ergonômico e clean.",5,positive
3590,2021-05-01,"Ótimo produto, atende muito bem ao que é proposto e deixa a organização da mesa e a altura do notebook muito melhores.",5,positive
3591,2021-05-01,Excelente produto,5,positive
3592,2021-05-01,Fácil de montar. Ótimo custo benefício.,5,positive
3593,2021-05-02,Recomendo,5,positive
3594,2021-05-02,Bom suporte. Atende à sja função com ótomo cisto-benefício.,5,positive
3595,2021-05-02,Bom.,4,positive
3596,2021-05-02,"Comprei dois, e encontrei outros comentários semelhantes, então acredito que seja um problema de fabricação ou lote - os dois ""pés"" são desnivelados. Um toca na mesa, o outro não, o que causa certa instabilidade do notebook. Devolvi. Uma pena pois de fato nossa postura melhora bastante com o suporte.Ainda, é recomendado o uso de um teclado a parte.",2,negative
3597,2021-05-02,atende muito bem.,5,positive
3598,2021-05-02,Gostei,5,positive
3599,2021-05-02,O suporte é “torto”,1,negative
3600,2021-05-02,"Resistente e seguro, porém veio um pouco ""empenado"", dá um certo trabalho regular a altura de cada perninha do surpote.",4,positive
3601,2021-05-02,"Uma das hastes veio meio solta, tive que improvisar uma fita para dar resistência.",4,positive
3602,2021-05-03,"O produto é bem resistente, porém, às vezes, sinto falta de ele ser mais maleável, ter mais níveis de altura. Tirando isso, é um produto que está atendendo bem as minhas necessidades.",4,positive
3603,2021-05-03,"Ajuda o usuário a manter a coluna reta, além de melhorar a circulação de ar por debaixo do notebook.",5,positive
3604,2021-05-03,Ok,5,positive
3605,2021-05-03,"Bom custo benefício. Ele não é muuuito estável, mas com o peso do notebook, fica bem. Só é meio chato se vc quiser trocar de lugar com o pc em cima, porque as patinhas ""se fecham"" por não terem muita estabilidade. No mais, para transporte, ele é super prático e compacto.",4,positive
3606,2021-05-03,"Compra mais rápida da minha vida, produto chegou em 3 dias; além disso eu o uso com um notebook de 15.6""  e com meu ipad e ele se adequa à ambos perfeitamente.",5,positive
3607,2021-05-03,"Razoável, mas perde a regulagem facilmente.",3,negative
3608,2021-05-03,"Design criativo, made in Brazil e muito fácil de usar!",5,positive
3609,2021-05-03,Chegou antes do tempo esperado. Achei o produto bem firme e seguro para o computador.,5,positive
3610,2021-05-03,Fácil manuseio,5,positive
3611,2021-05-03,"Ele veio um tanto que torto, mas é simple de ""endireitar"".",5,positive
3612,2021-05-03,"Não gostei do produto, não consegui confiar em deixar o notebook nele.",1,negative
3613,2021-05-03,Ótimo suporte para notebooks vale muito a pena comprar!,5,positive
3614,2021-05-03,Gostei!,5,positive
3615,2021-05-03,Uma das bases fica mole e não dá estabilidade ao notebook.,2,negative
3616,2021-05-03,O produto melhora muito a postura e é fácil de ser utilizado e transportado. Entrega muito rápida!!!,5,positive
3617,2021-05-03,"Eu achei o suporte um pouco frágil, esperava uma sustentação e uma mobilidade maior",3,negative
3618,2021-05-03,"Produto de má qualidade.Não encaixa o notebook direito. Fica balançando, sem estabilidade. Frágil, dá a impressão que vai se partir. Não é bem articulado!Me arrependi! Tem coisa melhor no mercado.",1,negative
3619,2021-05-03,"Produto bom, fácil de ajustar",5,positive
3620,2021-05-03,Excelente produto e chegou antes da data prevista!,5,positive
3621,2021-05-04,Muito Bom,5,positive
3622,2021-05-04,Cumpre seu papel,4,positive
3623,2021-05-04,Excelente custo/benefício.,5,positive
3624,2021-05-04,Cumpriu com o esperado,5,positive
3625,2021-05-04,"Fácil de se usar e guardar, tem uma boa estabilidade e não pesa. Dentro das expectativas",5,positive
3626,2021-05-04,Muito bom. Material ótimo.,5,positive
3627,2021-05-04,"Acabei comprando outro depois de 3 semanas de uso. A principio parecia bom mas tem alguns problemas de estabilidade para laptop de 15 polegadas. Um fator importante para avaliar na hora da compra: os que permitem ajuste da inclinação são bem melhores,  vale gastar um pouco mais e ter mais conforto e opções de uso.",3,negative
3628,2021-05-04,"Entrega rápida, produto igual ao anunciado, bastante fácil de usar e de boa qualidade",5,positive
3629,2021-05-04,Produto bom e discreto,4,positive
3630,2021-05-04,"Eu amei, veio antes do previsto, recomendo!",5,positive
3631,2021-05-04,Muito bom.,5,positive
3632,2021-05-04,"Produto perfeito para trabalhar e melhorar a questão da postura, pois evita deixar o pescoço muito tempo inclinado para baixo",5,positive
3633,2021-05-04,"Perfeito, meu notebook estava travando por aquecimento e colocando no suporte ele não aquece e não trava mais! Muito prático!",5,positive
3634,2021-05-04,"O suporte é discreto, simples e aparentemente bom. Embora tenha vindo torto, fiz o nivelamento manualmente, cumpre o propósito",4,positive
3635,2021-05-04,"Ele vem torto. Coloco o notebook no local e ele fica caindo. Não gostei. Não fica fixado , encaixado direito.",2,negative
3636,2021-05-04,"A embalagem do produto veio lacrada, porém o produto veio torto!",1,negative
3637,2021-05-04,"Produto veio com uma das hastes frouxa, como se tivesse sido usado alguma vez.",3,negative
3638,2021-05-04,Se trata de loteria a compra deste produto. Há diversos relatos sobre a estrutura estar torta e as partes ajustáveis não se movimentarem como deveriam. Fui presenteado com ambos. Não recomendo.,1,negative
3639,2021-05-05,Produto com material excelente!,5,positive
3640,2021-05-05,"Não é o melhor suporte do mundo, mas para a faixa de preço dele, achei excelente!",5,positive
3641,2021-05-05,"O produto estava com uma haste mole, o que nao deixava o note estável e reto",1,negative
3642,2021-05-05,Bastante difícil de ajustar uma das pernas e a outra é completamente solta. Bem chatinho de deixar o note num ângulo bom,3,negative
3643,2021-05-05,"Produto de bom custo benefício, que promover ergonomia com segurança. Metal e pintura de boa qualidade. Entrega em menos de um dia!",5,positive
3644,2021-05-05,"leve , pratico e muito facil sua utilizacao . recomendo",4,positive
3645,2021-05-05,"Dificil de usar, parece q veio torto. Tive que fazer uma gambiarra, ZERO user friendly",2,negative
3646,2021-05-05,"O produto não é de boa qualidade, o suporte não é firme nem na mesa e nem segurando o notebook (fica escorregando).Não recomendo",2,negative
3647,2021-05-05,"Ele é meio frágil, não confiei meu notebook encima",3,negative
3648,2021-05-05,"Chegou muito rápido, chegou em 2 dias! Muito bom. O suporte é bem resistente e o notebook não teve mais superaquecimento. Recomendo.",5,positive
3649,2021-05-05,Pelo que vi o material parece bem resistente. A estabilidade achei poderia ser mais robusto devido ao material. Mas me atende super bem. Indico a compra do produto.,4,positive
3650,2021-05-05,"Gostei , é o segundo que compro, desta vez para minha esposa.Vale a pena .É meio chatinho para encontrar a posição correta, porém depois de montado fica estável .",4,positive
3651,2021-05-06,"Um excelente produto funciona super bem para notebooks da Dell e para o macbook pro, eu recomendo demais a compra!",5,positive
3652,2021-05-06,"Como é dobrável, é fácil de transportar junto com o notebook.Quanto a entrega, chegou antes da data prevista.Recomendo!",5,positive
3653,2021-05-06,"Não vale o dinheiro investido. Plástico do encaixe das astra é seco, quebrou com o peso do notebook. Decepcionada!",1,negative
3654,2021-05-06,"Estável,  ergonômico mais não me acostumei a usar na mesa. Os ombros ficaram muito alto.",2,negative
3655,2021-05-06,"Chegou em 2 dias e foi um pouco difícil de entender como eu colocava o notebook,mas tirando isso ele é perfeito",4,positive
3656,2021-05-06,"Produto de fácil manipulação, bonito e ergonômico!Ajudou bastante nesses tempos de COVID-19, o qual nos faz trabalhar em modo home office, utilizando ele com o auxílio de um teclado facilitou a visualização da tela do notebook, bem como melhorou a postura.Entrega super rápida, chegou 6 dias antes do esperado, Amazon é 10.",5,positive
3657,2021-05-06,"Excelente produto. A forma como você coloca o notebook no suporte é intuitiva, mas o canal no youtube da empresa dá algumas dicas de como ajustar bem.",5,positive
3658,2021-05-06,ótimo,5,positive
3659,2021-05-06,"Achei que poderia melhorar, ele fica um pouco ifalço",3,negative
3660,2021-05-06,"Produto parece ser forte, não é de plástico e ajusta super bem!",5,positive
3661,2021-05-06,"Produto cumpre o prometido. Quanto a montagem do produto, de extrema facilidade, muito intuitivo. Entrega extremamente rápida. Não tenho nenhuma ressalva até o momento.",5,positive
3662,2021-05-06,"O produto que recebi veio com um claro defeito de fabricação: a haste metálica do lado direito veio muito mole, lisa, praticamente não segurando o notebook na posição que gostaria, deixando ele sempre torto.Pela dor de cabeça de ter que devolver o produto em razão do baixo custo que ele foi (joguei a caixa fora), prefiro nem arriscar e inventar uma gambiarra aqui pra ver se ao menos deixa o aparelho nivelado.Não recomendo para notebooks pesados, com telas de 15 polegadas pra cima.",1,negative
3663,2021-05-06,Trabalho melhor depois dele.,5,positive
3664,2021-05-06,Gostei !!!,5,positive
3665,2021-05-06,Ele é meio molenga e instável. Não esrou usando.,1,negative
3666,2021-05-06,Cumpre a função. As patinhas ficaram um pouco soltas mas assenta bem com o nb em cima.,5,positive
3667,2021-05-06,"Suporte muito frágil e bem instável, não valeu a pena o investimento. O vendedor já recebeu o meu pedido com a devolução dia 30/04 e até agora, não atualizou aqui para liberar meu estorno.",1,negative
3668,2021-05-06,"Meu suporte veio com uma das hastes totalmente frouxa. Eu ajusto e ela cai... Para usar terei de fazer malabarismo e não permitir um sopro, pois tá soltinho em um dos lados, infelizmente.",1,negative
3669,2021-05-06,"É fácil de dobrar, não ocupa muito espaço na bolsa, infelizmente o um dos lados veio torto, mas quando coloco o notebook não me incomoda tanto.",3,negative
3670,2021-05-06,Muito bom !!!Entrega melhor ainda!!!!,4,positive
3671,2021-05-06,Produto cumpre o que promete. Custo benefício bom.,5,positive
3672,2021-05-06,"Ele não fica firme, a ponta fica ""empenada"" por vezes e é um pouco difícil para que ele cumpra o que propõe! Acredito que pela forma como vem dobrado.Compraria outro se soubesse.",2,negative
3673,2021-05-07,"Nao é tão fácil como parece. Até acertamos a posição correta ele fica ""instável"". Não é tão simples como aparenta na foto",3,negative
3674,2021-05-07,Pelo custo vale a pena.,4,positive
3675,2021-05-07,"Excelente produto, super indico.",5,positive
3676,2021-05-07,"Ajustagem complicada, perco muito tempo ajustando para que o notebook não fique inclinado para o lado.",3,negative
3677,2021-05-07,Com pouco tempo de uso já não está mais segurando na posição e fica meio bambo,2,negative
3678,2021-05-07,"Produto chegou com dois dias de atraso, mas parece ser de Boa qualidade e veio bem embalado. É fácil de usar e na maioria das posições fica estável e sem balançar",5,positive
3679,2021-05-07,Como esperava,5,positive
3680,2021-05-07,Produto bem feito,5,positive
3681,2021-05-07,Fácil instalação,5,positive
3682,2021-05-07,"Bom custo benefício, apesar de parecer um pouco frágil.",5,positive
3683,2021-05-07,"Frágil, instável, não desmonta sozinho e o notebook cai.",1,negative
3684,2021-05-07,Atende a finalidade a um custo justo.,5,positive
3685,2021-05-07,"Produto leve e de qualidade, fácil de transportar e de montar",5,positive
3686,2021-05-07,Suporte discreto e funcional.,5,positive
3687,2021-05-07,Produto muito bom,5,positive
3688,2021-05-07,"Muito bom, adorei",5,positive
3689,2021-05-07,"A base veio meio frouxa, não está muito instável",3,negative
3690,2021-05-07,"Não é tão intuitivo de usar e as instruções na caixa são meio escondidas, mas assim que localizadas é de fácil utilização.Aparenta fragilidade mas é resistente. Adere bem a superfície do notebook/iPad e não danifica o produto.Gostei bastante mas queria muito que também tivesse em outras cores :)",5,positive
3691,2021-05-07,"Muito bom, cumpre o que promete",5,positive
3692,2021-05-08,"Deixou a desejar, pois ele não fica nunca na mesma estabilidade, poderia ser mais estavel",3,negative
3693,2021-05-08,Muito bom,4,positive
3694,2021-05-08,"O produto está cumprindo sua função, nada de mais pra ser avaliado",5,positive
3695,2021-05-08,Não gostei porque não existe a possibilidade de graduar a altura,1,negative
3696,2021-05-08,Dentro do esperado,4,positive
3697,2021-05-08,"Um pequeno desnível, mas com o peso do notebook ou tablet acaba não fazendo diferença e as dobras são firmes.",5,positive
3698,2021-05-08,"Leve, estável, prático e fácil de montar. Melhorou tanto a questão da ergonomia pra mim que eu nunca mais tirei do computador desde que chegou kkk. E ainda diminui o aquecimento quando é usado por muito tempo.",5,positive
3699,2021-05-08,"Produto bom, mas chatinho de ajustar, o note sempre fica um pouco torto e balançando. Fora isso, vale muito pela ergonomia.",4,positive
3700,2021-05-09,Simples e fácil de usar. O acessório essencial para deixar o notebook ergonômico,5,positive
3701,2021-05-09,"Muito bom, exatamente o que eu queria",5,positive
3702,2021-05-09,Muito bom,5,positive
3703,2021-05-09,"Adorei, chegou em dois dias, bem embalado e muito útil/bom!!!",5,positive
3704,2021-05-09,"Nao é estável, as pernas giram.",2,negative
3705,2021-05-09,Muito funcional. Excelente qualidade,5,positive
3706,2021-05-09,"O suporte não polui a visão e é bem firme pro que se propõe, mas o meu veio torto de um jeito que não importa como eu ajuste, o computador sempre fica inclinado pro lado e às vezes um dos pés do suporte não encosta à mesa. Em pouco tempo desisti e estou usando só para o meu ipad carregar.",3,negative
3707,2021-05-09,Boa razão custo-benefício.,4,positive
3708,2021-05-09,"Um pouco decepcionado, porque o produto veio com defeito. O que mantém a sustentabilidade e ajuste da altura em que o notebook ficará, são duas peças de borracha que ""travam"" o deslizamento da barra de metal. Uma dessas peças de borracha veio muito frouxa, o que prejudica a estabilidade e posicionamento do notebook. Mas, eu dei meus pulos aqui e consegui ajustá-la de uma forma que foi o suficiente para mim, muito melhor do que lidar com todo o trâmite de trocar o produto.Custo/Benefício, não achei válido.",3,negative
3709,2021-05-10,"O produto chegou quebrado, dentro da embalagem...",1,negative
3710,2021-05-10,"Da praticidade e mobilidade do produto. fácil de instalar, mover, remover e usar.",5,positive
3711,2021-05-10,Otimo produto - recomendo,5,positive
3712,2021-05-10,Muito bom,5,positive
3713,2021-05-10,Recomendo a todos que queiram colocar seu laptop e tablet em algo suspenso.,5,positive
3714,2021-05-10,"Excelente produto, bem embalado, cumpre com o prometido e entrega super rápida.",5,positive
3715,2021-05-10,"O suporte chegou empenado, não me passandi segurança quanto a estabilidade.Só não troquei por conta do trâmite de devolução.",3,negative
3716,2021-05-10,"A qualidade do material é boa e resistente, mas ele é desnivelado. Para o notebook ficar na posição exata é preciso mexer muito e isso torna o uso um pouco chato e demorado, o que não deveria ocorrer, já que na foto ele está totalmente reto. Acredito que haja produtos melhores do que esse.",3,negative
3717,2021-05-10,"Para meu uso ficou muito auto o notebook, não foi uma boa aquisição,mesmo regulando a altura.",3,negative
3718,2021-05-10,"O vídeo e foto mostram que o notebook pode ficar bem em pé, quase que 90°. A verdade é que não é possível, pois o suporte não aguenta. Então, ele fica meio deitado. Infelizmente, não foi uma boa compra. Ele é meio descompensado também: sempre sinto que meu notebook vai cair.",2,negative
3719,2021-05-10,Um ótimo produto para deixar o noot na altura dos olhos!,5,positive
3720,2021-05-10,Muito bom e portátil,5,positive
3721,2021-05-10,Entrega muito rápida,5,positive
3722,2021-05-10,"Perfeito e estabilivel, acomoda bem o notebook e deixa na posição certa.",5,positive
3723,2021-05-10,Facilitou o trabalho,5,positive
3724,2021-05-10,Ele é muito bom mas parece que o meu veio um tanto torto... espero que isso não danifique meu notebook.,4,positive
3725,2021-05-10,"Ele não é muito estável, os dois lados não ficam iguais mesmo depois de muitos ajustes. Mas cumpre o objetivo.",3,negative
3726,2021-05-10,Produto conforme anúncio,4,positive
3727,2021-05-10,"Produto muito bom. É estável contanto qur você ajuste adequadamente, muito ergonômico e fácil de dobrar, encaixando em bolsas pequenas ou maleta de notebook.",5,positive
3728,2021-05-11,"uma perna veio meio desalinhada, nunca fica igual ao outro lado, mas nada que atrapalhe pq quando coloca o peso do notebook fica estavel",3,negative
3729,2021-05-11,"Simples, serve ao propósito, porém, em certos ângulos os braços são bastante moles, interferindo na estabilidade do produto.Uma boa ideia, mas acho que faltou qualidade especificamente nas ""articulações"" para ser um bom produto.",2,negative
3730,2021-05-11,"VEIO TORTO, SEM POSSIBILIDADE DE USO.",1,negative
3731,2021-05-11,Bom custo benefício,4,positive
3732,2021-05-11,O computador fica escorregando e sem estabilidade,1,negative
3733,2021-05-11,"Comprei duas unidades. Uma veio em perfeitas condições. A outra estava com as pernas frouxas, não fixa na posição que eu quero... no geral eu gostei.",3,negative
3734,2021-05-11,Muito prático,5,positive
3735,2021-05-11,"Material de qualidade, chegou um pouco torto mas nada que comprometa o uso. O notebook fica fixo e só da pra sentir a instabilidade se ficar apoiando no notebook.",4,positive
3736,2021-05-11,Leve e prático.,5,positive
3737,2021-05-11,Bom,5,positive
3738,2021-05-11,"Achei bem frágil quando chegou, mas tem me atendido bem. É um pouco ruim de mexer e adaptar para a melhor posição, mas colocando um pouquinho de força ele se molda bem. No geral achei um produto bom pelo preço.",4,positive
3739,2021-05-11,"Muito bom, chegou super rápido!!!",5,positive
3740,2021-05-11,"O pedido chegou muito rápido , dentro do prazo apresentado.Uma das hastes está bem solta, quando coloca o notebook acaba saindo da posição que havia arrumado, está bem difícil manter o notebook centralizado sem que um dos lados fique torto por causa da haste.",2,negative
3741,2021-05-11,"Prático, mas não muito firme.",5,positive
3742,2021-05-11,Ergonomia,5,positive
3743,2021-05-12,"O produto a principio é bom, porém uma das bases veio ""frouxa"", onde não consegue dar estabilidade e deixar o computador torto e com risco de queda. Não consigo deixar as duas bases iguais, pois uma está sempre caindo.",2,negative
3744,2021-05-12,"Atende ao proposto pelo produto, é barato, mas achei um pouco frágil e desnivelado (o meu não fica certinho). Uso note de 14"" e ele ""dança"" um pouco no suporte.",3,negative
3745,2021-05-12,"Ótimo suporte e muito estável. Os pezinhos de silicone ajudam muito a dar mais estabilidade. A forma oferece o maior equilíbrio possível, entretanto ocorre de, mesmo que em posições simétricas, um lado ficar mais alto ou mais baixo que o outro. Em geral, compenso isso deixando um dos lados um pouco mais torto ou ajustando o pezinho de silicone. Seria melhor não ter esse tipo de problema, porém cumpre bem o que promete.",4,positive
3746,2021-05-12,"Cumpre o que promete, por um bom preço!",5,positive
3747,2021-05-12,"Gostei da qualidade, bom custo-benefício e não fica desnivelado como algumas avaliações dizem... A questão é só saber regular.",5,positive
3748,2021-05-12,Suporte estável e bem construído. Possui borracha na base para aderência e na regulagem mais baixa (como na foto) já traz um excelente ângulo de visão que favorece a postura. Recebi em dois dias.,5,positive
3749,2021-05-12,Bem prático e a entrega rápida,5,positive
3750,2021-05-12,Desnivelado,3,negative
3751,2021-05-12,Ótimo Produto,5,positive
3752,2021-05-12,Entrega exatamente o que propõe. Estável e compatível com peso e tamanho do MacBook Air 13''.,5,positive
3753,2021-05-13,"não fica muito reto, é um pouco torto, mas ajuda a manter o laptop no alto",3,negative
3754,2021-05-13,"Estou numa relação de amor e ódio com esse suporte. Tenho sempre a sensação que o note fica torto nele. Mas talvez seja eu que não sei ajustar :/ Sigo tentando rs. O bom é que a tela fica na altura dos olhos, e deixa o note ""respirar"", já que embaixo fica livre.",3,negative
3755,2021-05-13,"Produto chegou com a estrutura torta/desalinhada, tive que desentortar a força para ficar numa posição aceitável para uso. Apesar disso, sua estrutura de aço e pés de borracha ajudam a manter a estabilidade do notebook na mesa, e os suportes plásticos para segurar o notebook são úteis.",3,negative
3756,2021-05-13,"Vi muitos comentários positivos e negativos, e arrisquei. Mas o meu produto veio torto, o que deixa o notebook sem uma estabilidade legal. E ele também não tem aquela regulagem certinha que tem em outros mais caros. Recomendaria investir em um pouco mais e ter um produto com uma qualidade melhor. Meu notebook ficou muito no alto",2,negative
3757,2021-05-13,Qualidade muito inferior ao esperado. O suporte é instável e desalinhado.,1,negative
3758,2021-05-13,Bom produto.,5,positive
3759,2021-05-13,"Gostei bastante do produto. material de qualidade. Apenas precisar girar as hastes para o lado certo, caso seja para o lado errado o suporte fica bambo, mas é fácil ajustar.",5,positive
3760,2021-05-13,Bem embalado,3,negative
3761,2021-05-13,"Muuito bom, no início ficou meio torto, mas consegui ajeitar!!",5,positive
3762,2021-05-13,"Eu não gostei tanto assim do produto, ajuda na ergonomia, mas os pés ficam tortos, difícil de ajustar e estabilizar de forma que se sinta seguro do notebook não cair. Acho que podem ter outras alternativas, eu não gostei tanto.",2,negative
3763,2021-05-13,"Não vou dar 5 estrelas pois eu tenho a ligeira impressão de que o suporte deixa o notebook mais alto do lado esquerdo. Pode ser que não tenha regulado direito, mas fora isso é um bom suporte.",4,positive
3764,2021-05-13,Prático e fácil de usar.,5,positive
3765,2021-05-13,"Ele realmente ajuda na questão da altura do notebook. O único ponto que não gostei muito foi da armação. Além disso, ele veio todo prata sendo que eu pedi preto.",4,positive
3766,2021-05-13,"É muito bom, só que fica muito alto, mas foi só ajustar que resolveu.",5,positive
3767,2021-05-13,"Ajudou bastante na coluna, pra colocar a tela na altura dos olhos. Comprei pra uma amiga pela minha conta, mas ela amou. Só não sabe sobre a durabilidade do produto, se vai continuar bom a longo prazo.",4,positive
3768,2021-05-13,Produto muito bom e útil,5,positive
3769,2021-05-13,"Muito bom, simples de usar, não senti necessidade de teclado extra não, deu para usar o do notebook tranquilo",5,positive
3770,2021-05-14,Gostei muito do suporte. Recomendo.,5,positive
3771,2021-05-14,Gostei muito. Dobrável e não ocupa muito espaço.,5,positive
3772,2021-05-14,Muito bom,5,positive
3773,2021-05-14,Bem firme.,5,positive
3774,2021-05-14,"O meu veio meio instável. Precisou dar uma forçadinha pra não ficar bambo. Mas, atende bem demais.",4,positive
3775,2021-05-14,"Produto de boa qualidade, fácil ajustar igual a foto anunciada",5,positive
3776,2021-05-14,Bom,5,positive
3777,2021-05-14,Produto veio torto.,2,negative
3778,2021-05-14,valeu o investimento,5,positive
3779,2021-05-14,Ficou muito alto e não me atendeu,3,negative
3780,2021-05-14,recomendo,5,positive
3781,2021-05-14,Super indico!!! Muito boooom,5,positive
3782,2021-05-14,Muito bom e chegou rápido,5,positive
3783,2021-05-14,Queria um pouco mais de firmeza no apoio.,4,positive
3784,2021-05-14,Gostei do produto. É leve e fácil de transportar não ocupa espaço. Muito bom. Atendeu minha necessidade.,4,positive
3785,2021-05-14,muito bom,5,positive
3786,2021-05-15,"Valeu muito ter adquirido o suporte do notebook, o mouse e o teclado.Ergonomia perfeita para quem fica muito tempo no notebook.Fácil de montar!",5,positive
3787,2021-05-15,"é bem ergonômico, ajuda bastante o notebook não superaquecer",5,positive
3788,2021-05-15,"Veio torto, consequentemente o notebook fica torto também 🥴 É funcional, atendeu ao que se propõe a fazer.",3,negative
3789,2021-05-15,Veio quebrado.,1,negative
3790,2021-05-15,Muito bom .,5,positive
3791,2021-05-15,"Fico impressionado como as empresas conseguem tornar complexo produtos que deveriam ser simples. Um suporte de Notebook deveria ser algo simples, porém diversas vezes o mesmo não sustentou o computador e hoje (15/05) ele quebrou.....lamentável!",1,negative
3792,2021-05-15,"comprem. vale à pena! design diferenciado, portátil e seguro",5,positive
3793,2021-05-16,"Pessoal, é bem fácil de montar e serve para vários dispositivos.Cumpre o que promete, eu adorei.",5,positive
3794,2021-05-16,"O produto não tem, uma trava eficiente, para manter o controle da altura ajustada. Para isso é necessário prendê-lo com fita para ficar estático e não se mover.Obs.: estou utilizando para suportar notebook de 15''",3,negative
3795,2021-05-16,Não sei se o meu veio certo mas as vezes não fica tão estável... mas serve,5,positive
3796,2021-05-16,"A princípio o notebook fica um pouco torto, mas com as borrachinhas dá para deixá-lo certinho! As juntas são bem resistentes. Cumpre bem o que promete. A entrega foi feita em um dia! Amazon e Loggi estão de parabéns.",5,positive
3797,2021-05-16,gostei muito,5,positive
3798,2021-05-16,Muito bom.,5,positive
3799,2021-05-16,Adorei o produto,4,positive
3800,2021-05-16,Achei frágil e ele ficou meio “bambo”.,2,negative
3801,2021-05-17,Produto instável e irregular...,3,negative
3802,2021-05-17,"Achei mole demais, prefiro quando é rigido pois fica mais estável e fácil de ajustar.",3,negative
3803,2021-05-17,PRODUTO DE QUALIDADE,5,positive
3804,2021-05-17,"O produto aparentemente chegou torto, com defeito, pois é quase impossível deixar o notebook alinhado com os pés do produto no mesmo alinhamento.",1,negative
3805,2021-05-17,Não achei q ficou confortável. Esperava mais.,2,negative
3806,2021-05-17,"O produto é ótimo e o preço é justo, serviu muito bem para meu notebook de 14 polegadas.",5,positive
3807,2021-05-17,atendeu o que eu precisava,5,positive
3808,2021-05-17,Atendeu todas as minhas expectativas. Recomendo muito.,5,positive
3809,2021-05-17,"Produto excelente, veio como eu queria atendendo todas as minhas expectativas, recomendo demais, pelo preço e pela flexibilidade de poder carregá-lo para todos os lugares sem que apresente muito volume na mochila.",5,positive
3810,2021-05-17,"Pedi o produto num sábado e chegou logo na segunda de manhã. Além da entrega rápida, o suporte é muito bom e de muita qualidade, me deixou muito satisfeita!",5,positive
3811,2021-05-17,"Produto veio empenado, não ficava estável, e deixava o notebook torto",1,negative
3812,2021-05-17,O note não ficou estável no suporte,1,negative
3813,2021-05-17,Produto igual da foto.,5,positive
3814,2021-05-17,facil de regular.,4,positive
3815,2021-05-17,"Produto atende as expectativas, podia ter como ajustar a altura mais na frente, mas fora isso já melhora muito a ergonomia, excelente custo benefício.",4,positive
3816,2021-05-17,"Os materiais são bons, mas a qualidade de construção é muito baixa. O suporte é meio torto. É difícil regular e deixar o notebook firme.Não recomendo.",2,negative
3817,2021-05-17,"Não sei se o meu veio um pouco torto, mas as vzs é difícil de igualar os dois lados para deixá-los iguais e o suporte estável. Fora isso, ele segura o note bem firme e salvou as minhas costas kkkkk acho que vale a pena o preço",4,positive
3818,2021-05-17,"Depende do seu uso. O preço é muito bom mas ele não e estável, tanto é que tive que por um papel dobrado ali embaixo do pé pra ele ficar “correto”.Tirando isso por enquanto cumpre com o meu uso. Para algo mais estável e com uma melhor qualidade recomendo procurar outro suporte.",4,positive
3819,2021-05-17,O produto atendeu as minhas expectativas!Considero um ótimo custo benefício!,5,positive
3820,2021-05-17,"Muito prático e útil, qdo temos um monitor adicional.",5,positive
3821,2021-05-17,Produto é como o descrito. Atende as expectativas. bom custo benefício.,5,positive
3822,2021-05-17,"Igual a foto, resistente e não balança. No meu net de 13"" ficou perfeito e em um de 14"" tbm, já um maior não recomendo.",5,positive
3823,2021-05-17,"Material resistente, tem as borrachinhas de suporte regulável e a altura dele realmente pode deixar a tela alta. Talvez a desvantagem seja que a altura mais baixa dele já é alta, mas estou usando o meu na altura mínima e está me atendendo perfeitamente. No primeiro momento achei que o notebook tinha ficado instável, mas depois de regular bem as borrachinhas isso foi sanado.",5,positive
3824,2021-05-17,"Precisam de muitos alinhamentos com as borrachas antiderrapantes que eu não consegui fazer com que acontecesse para que fique estável. Além que fica um pouco fora do lugar, enfim. A presilha de silicone também não segura bem, não encosta o laptop na base, enfim. Pelo preço é atrativo, mas talvez valha a pena pagar um pouco mais por um produto com o mesmo fim e mais funcional.",2,negative
3825,2021-05-17,Perfeito para trabalhar em Home office...,5,positive
3826,2021-05-17,Muito bom. Recomendo.,5,positive
3827,2021-05-17,"Gostei bastante, bem útil, ocupa pouco espaço na mesa e a altura fica igual a todos suportes normais que tem. E da para levar para qualquer lugar.",5,positive
3828,2021-05-17,"Muito bom , cumpre o seu papel, resistente e de simples mecanismo.",4,positive
3829,2021-05-17,Ficou direitinho,5,positive
3830,2021-05-17,"Muito boa qualidade, porém não vem com manual, demorei um pouco para descobri o posicionamento ideia do produto.",5,positive
3831,2021-05-17,"O material em si é resistente pois é ferro. Mas ficou meio torto, desajeitado, mesmo tentando forçar e mudar ele, não vai... Fica um lado meio torto parece algum tipo de defeito, meio instável.",3,negative
